customer_id,first_name,last_name,email,signup_date,region,acquisition_cahnnel,is_active
321,Jamie,Miller,jamie.miller6626@realemail.com,2020-11-04,AU,Referral,true
322,Sage,Wilson,sage.wilson6374@realemail.com,2024-07-10,CA,Organic Search,true
323,Logan,Moore,logan.moore5318@realemail.com,2020-04-04,IN,Organic Search,false
324,Jamie,Davis,jamie.davis1478@realemail.com,2024-07-10,US,Influencer,true
325,Avery,Thomas,avery.thomas4373@realemail.com,2020-12-04,IN,Paid Social,true
326,Elliot,Davis,elliot.davis3921@realemail.com,2020-09-09,US,Direct,true
327,Morgan,Martinez,morgan.martinez6817@realemail.com,2021-07-19,EU,Influencer,true
328,Avery,Lopez,avery.lopez2850@realemail.com,2022-12-07,EU,Email,true
329,Jamie,Johnson,jamie.johnson8159@realemail.com,2023-09-12,CA,Influencer,true
330,Jesse,Thomas,jesse.thomas4256@realemail.com,2024-07-13,AU,Direct,true
331,Hayden,Williams,hayden.williams0415@realemail.com,2021-06-29,IN,Direct,true
332,Sage,Jackson,sage.jackson8250@realemail.com,2023-11-15,AU,Influencer,true
333,Sam,Martin,sam.martin9938@realemail.com,2021-04-28,AU,Email,true
334,Drew,Hernandez,drew.hernandez8184@realemail.com,2022-01-18,UK,Direct,true
335,Drew,Jones,drew.jones3381@realemail.com,2020-11-14,US,Influencer,true
336,Jesse,Brown,jesse.brown4324@realemail.com,2023-09-12,UK,Paid Social,true
337,Hayden,Hernandez,hayden.hernandez1512@realemail.com,2024-02-07,IN,Direct,true
338,Hayden,Hernandez,hayden.hernandez7027@realemail.com,2021-08-16,AU,Organic Search,true
339,Quinn,Johnson,quinn.johnson4294@realemail.com,2022-10-15,US,Influencer,true
340,Morgan,Thomas,morgan.thomas9420@realemail.com,2022-03-24,UK,Organic Search,true
341,Jesse,Martinez,jesse.martinez5511@realemail.com,2021-03-07,US,Email,true
342,Rowan,Taylor,rowan.taylor2975@realemail.com,2022-01-18,IN,Influencer,true
343,Skyler,Wilson,skyler.wilson9208@realemail.com,2020-06-18,EU,Influencer,true
344,Kai,Brown,kai.brown7952@realemail.com,2024-01-08,UK,Direct,true
345,Jamie,Jackson,jamie.jackson9772@realemail.com,2021-03-30,UK,Influencer,true
346,Jordan,Gonzalez,jordan.gonzalez2239@realemail.com,2022-04-27,US,Paid Social,true
347,Sage,Lopez,sage.lopez7740@realemail.com,2022-12-05,EU,Influencer,false
348,Taylor,Taylor,taylor.taylor0109@realemail.com,2024-03-20,UK,Paid Social,true
349,Avery,Williams,avery.williams6684@realemail.com,2023-08-31,IN,Influencer,true
350,Sam,Lopez,sam.lopez5484@realemail.com,2024-03-21,EU,Paid Social,true
351,Quinn,Johnson,quinn.johnson0690@realemail.com,2024-04-20,US,Email,true
352,Sage,Smith,sage.smith8179@realemail.com,2024-12-08,AU,Direct,true
353,Morgan,Lopez,morgan.lopez2082@realemail.com,2022-03-31,UK,Direct,true
354,Jamie,Williams,jamie.williams3472@realemail.com,2021-08-03,CA,Email,true
355,Jesse,Jones,jesse.jones4421@realemail.com,2023-05-22,US,Email,true
356,Jesse,Garcia,jesse.garcia7276@realemail.com,2023-03-26,EU,Influencer,true
357,Kai,Rodriguez,kai.rodriguez8424@realemail.com,2020-02-21,CA,Influencer,true
358,Kai,Taylor,kai.taylor2591@realemail.com,2020-04-02,AU,Direct,true
359,Casey,Hernandez,casey.hernandez5856@realemail.com,2022-07-02,IN,Email,true
360,Hayden,Miller,hayden.miller9322@realemail.com,2023-12-26,AU,Email,false
361,Kai,Thomas,kai.thomas4815@realemail.com,2023-02-17,IN,Paid Social,true
362,Avery,Johnson,avery.johnson8699@realemail.com,2024-10-30,IN,Direct,false
363,Jesse,Miller,jesse.miller0821@realemail.com,2022-11-24,US,Direct,true
364,Alex,Gonzalez,alex.gonzalez7969@realemail.com,2021-09-09,US,Paid Social,true
365,Cameron,Gonzalez,cameron.gonzalez7982@realemail.com,2023-12-12,US,Referral,true
366,Alex,Jackson,alex.jackson3278@realemail.com,2021-04-01,UK,Direct,false
367,Logan,Jackson,logan.jackson1651@realemail.com,2021-05-01,CA,Organic Search,true
368,Jordan,Martin,jordan.martin0142@realemail.com,2023-10-04,US,Email,true
369,Jordan,Jackson,jordan.jackson2823@realemail.com,2022-01-18,EU,Influencer,true
370,Sam,Anderson,sam.anderson7389@realemail.com,2020-02-26,US,Influencer,true
371,Skyler,Martin,skyler.martin6242@realemail.com,2021-02-25,UK,Email,true
372,Skyler,Davis,skyler.davis1197@realemail.com,2021-07-08,CA,Referral,true
373,Kai,Wilson,kai.wilson0185@realemail.com,2020-06-11,EU,Organic Search,true
374,Kai,Anderson,kai.anderson0407@realemail.com,2021-11-23,EU,Email,true
375,Jesse,Anderson,jesse.anderson2869@realemail.com,2024-10-02,US,Influencer,true
376,Jesse,Johnson,jesse.johnson5801@realemail.com,2021-08-07,EU,Referral,true
377,Taylor,Gonzalez,taylor.gonzalez0841@realemail.com,2023-01-09,US,Direct,true
378,Skyler,Davis,skyler.davis0806@realemail.com,2020-05-15,CA,Paid Social,true
379,Casey,Martin,casey.martin5081@realemail.com,2022-05-06,CA,Referral,true
380,Quinn,Gonzalez,quinn.gonzalez0516@realemail.com,2024-12-29,UK,Referral,true
381,Skyler,Lopez,skyler.lopez2675@realemail.com,2020-12-27,EU,Direct,true
382,Elliot,Thomas,elliot.thomas2794@realemail.com,2023-05-23,EU,Direct,false
383,Jamie,Thomas,jamie.thomas8875@realemail.com,2020-05-13,EU,Paid Social,true
384,Cameron,Brown,cameron.brown0425@realemail.com,2021-07-03,EU,Email,true
385,Sam,Davis,sam.davis3417@realemail.com,2023-12-05,EU,Paid Social,true
386,Quinn,Brown,quinn.brown0054@realemail.com,2021-11-20,US,Email,true
387,Cameron,Miller,cameron.miller0568@realemail.com,2020-10-08,CA,Direct,true
388,Rowan,Hernandez,rowan.hernandez6457@realemail.com,2020-03-02,IN,Referral,false
389,Sam,Taylor,sam.taylor0382@realemail.com,2021-07-10,US,Email,false
390,Elliot,Smith,elliot.smith1832@realemail.com,2024-06-26,CA,Referral,true
391,Morgan,Lopez,morgan.lopez1088@realemail.com,2022-10-30,AU,Direct,false
392,Hayden,Hernandez,hayden.hernandez6232@realemail.com,2021-06-03,IN,Paid Social,false
393,Morgan,Taylor,morgan.taylor3627@realemail.com,2020-05-13,EU,Direct,true
394,Jesse,Taylor,jesse.taylor8583@realemail.com,2021-10-17,AU,Organic Search,true
395,Skyler,Thomas,skyler.thomas0908@realemail.com,2020-03-20,CA,Paid Social,true
396,Sage,Smith,sage.smith6322@realemail.com,2022-09-16,US,Organic Search,false
397,Sage,Lopez,sage.lopez5197@realemail.com,2021-01-28,IN,Email,true
398,Hayden,Williams,hayden.williams4183@realemail.com,2022-09-13,US,Organic Search,true
399,Morgan,Williams,morgan.williams7806@realemail.com,2021-12-23,CA,Referral,true
400,Cameron,Gonzalez,cameron.gonzalez1774@realemail.com,2022-12-10,CA,Influencer,true
401,Jamie,Gonzalez,jamie.gonzalez5798@realemail.com,2022-01-04,UK,Email,true
402,Morgan,Taylor,morgan.taylor0043@realemail.com,2022-06-06,AU,Organic Search,true
403,Cameron,Williams,cameron.williams0259@realemail.com,2022-07-14,UK,Email,true
404,Logan,Miller,logan.miller0886@realemail.com,2020-08-25,AU,Influencer,true
405,Morgan,Anderson,morgan.anderson6123@realemail.com,2023-02-18,EU,Direct,true
406,Riley,Johnson,riley.johnson2427@realemail.com,2022-02-10,US,Influencer,true
407,Cameron,Jackson,cameron.jackson8387@realemail.com,2023-09-25,UK,Referral,true
408,Casey,Hernandez,casey.hernandez1599@realemail.com,2024-02-04,CA,Direct,true
409,Logan,Davis,logan.davis8985@realemail.com,2021-04-07,UK,Organic Search,false
410,Casey,Jones,casey.jones3348@realemail.com,2022-06-07,EU,Referral,true
411,Cameron,Lopez,cameron.lopez3931@realemail.com,2023-10-10,IN,Referral,true
412,Riley,Thomas,riley.thomas2447@realemail.com,2021-02-04,IN,Organic Search,true
413,Sage,Taylor,sage.taylor2297@realemail.com,2021-05-25,US,Direct,true
414,Jamie,Miller,jamie.miller0291@realemail.com,2023-03-22,US,Email,true
415,Logan,Gonzalez,logan.gonzalez2993@realemail.com,2021-01-27,EU,Direct,true
416,Jordan,Taylor,jordan.taylor2855@realemail.com,2024-06-25,US,Direct,true
417,Elliot,Garcia,elliot.garcia3189@realemail.com,2023-07-27,IN,Email,true
418,Avery,Rodriguez,avery.rodriguez8934@realemail.com,2020-06-28,IN,Direct,true
419,Taylor,Garcia,taylor.garcia7394@realemail.com,2021-09-02,CA,Direct,false
420,Taylor,Martinez,taylor.martinez2668@realemail.com,2020-01-13,EU,Email,true
421,Logan,Jackson,logan.jackson0661@realemail.com,2024-09-19,US,Email,true
422,Cameron,Miller,cameron.miller5010@realemail.com,2023-09-15,UK,Referral,true
423,Sage,Moore,sage.moore3175@realemail.com,2023-06-30,UK,Organic Search,true
424,Sam,Rodriguez,sam.rodriguez2498@realemail.com,2022-05-24,AU,Paid Social,true
425,Jordan,Moore,jordan.moore0229@realemail.com,2020-10-28,UK,Email,true
426,Sam,Jackson,sam.jackson1334@realemail.com,2024-06-20,AU,Paid Social,false
427,Elliot,Smith,elliot.smith3071@realemail.com,2024-12-20,CA,Direct,false
428,Alex,Jackson,alex.jackson3636@realemail.com,2024-01-23,US,Email,true
429,Alex,Jones,alex.jones4384@realemail.com,2024-10-16,IN,Direct,true
430,Casey,Jackson,casey.jackson1165@realemail.com,2022-10-07,AU,Influencer,true
431,Taylor,Garcia,taylor.garcia9854@realemail.com,2022-07-01,IN,Direct,true
432,Avery,Garcia,avery.garcia4422@realemail.com,2021-10-31,US,Organic Search,true
433,Jordan,Martin,jordan.martin2986@realemail.com,2022-06-25,CA,Influencer,true
434,Jordan,Johnson,jordan.johnson6506@realemail.com,2022-01-16,IN,Direct,true
435,Skyler,Rodriguez,skyler.rodriguez0276@realemail.com,2022-10-27,UK,Direct,true
436,Rowan,Davis,rowan.davis9865@realemail.com,2020-06-08,AU,Email,true
437,Casey,Brown,casey.brown3488@realemail.com,2023-10-10,AU,Paid Social,false
438,Morgan,Taylor,morgan.taylor5782@realemail.com,2020-01-05,UK,Paid Social,true
439,Logan,Jackson,logan.jackson7997@realemail.com,2024-06-05,AU,Influencer,true
440,Alex,Gonzalez,alex.gonzalez7443@realemail.com,2022-04-01,AU,Email,true
441,Skyler,Brown,skyler.brown2546@realemail.com,2020-06-07,CA,Influencer,true
442,Elliot,Taylor,elliot.taylor3615@realemail.com,2021-09-15,AU,Influencer,true
443,Sage,Gonzalez,sage.gonzalez8993@realemail.com,2022-03-06,EU,Email,false
444,Drew,Martinez,drew.martinez9216@realemail.com,2023-04-20,CA,Direct,false
445,Avery,Gonzalez,avery.gonzalez1925@realemail.com,2021-02-03,EU,Direct,false
446,Skyler,Davis,skyler.davis2677@realemail.com,2020-06-27,UK,Direct,true
447,Taylor,Rodriguez,taylor.rodriguez0604@realemail.com,2022-05-20,IN,Paid Social,true
448,Jesse,Taylor,jesse.taylor3005@realemail.com,2021-02-12,IN,Influencer,true
449,Cameron,Smith,cameron.smith2751@realemail.com,2022-09-14,IN,Paid Social,true
450,Jesse,Davis,jesse.davis6287@realemail.com,2021-06-06,UK,Direct,true
451,Cameron,Johnson,cameron.johnson6842@realemail.com,2021-09-17,AU,Referral,true
452,Avery,Hernandez,avery.hernandez1091@realemail.com,2024-10-22,AU,Direct,true
453,Drew,Brown,drew.brown5042@realemail.com,2020-12-11,EU,Paid Social,true
454,Cameron,Johnson,cameron.johnson0128@realemail.com,2023-09-21,AU,Paid Social,true
455,Morgan,Miller,morgan.miller1135@realemail.com,2023-05-31,IN,Email,true
456,Taylor,Wilson,taylor.wilson9690@realemail.com,2023-07-11,US,Organic Search,true
457,Elliot,Wilson,elliot.wilson4210@realemail.com,2021-03-24,IN,Direct,false
458,Casey,Hernandez,casey.hernandez4727@realemail.com,2022-07-02,EU,Paid Social,false
459,Riley,Smith,riley.smith3606@realemail.com,2024-08-23,UK,Referral,true
460,Riley,Anderson,riley.anderson5519@realemail.com,2021-06-28,UK,Email,true
461,Jesse,Moore,jesse.moore9589@realemail.com,2024-05-16,UK,Direct,true
462,Logan,Moore,logan.moore1333@realemail.com,2023-11-25,EU,Influencer,false
463,Avery,Wilson,avery.wilson2360@realemail.com,2023-08-17,US,Organic Search,true
464,Jesse,Smith,jesse.smith8410@realemail.com,2022-06-04,IN,Referral,true
465,Elliot,Taylor,elliot.taylor0523@realemail.com,2023-06-02,EU,Paid Social,true
466,Alex,Miller,alex.miller9853@realemail.com,2024-02-17,AU,Organic Search,true
467,Skyler,Jackson,skyler.jackson7081@realemail.com,2024-07-13,IN,Influencer,true
468,Kai,Martinez,kai.martinez3376@realemail.com,2020-01-29,IN,Referral,true
469,Hayden,Williams,hayden.williams0738@realemail.com,2020-03-22,AU,Organic Search,false
470,Jamie,Martin,jamie.martin5092@realemail.com,2024-02-03,UK,Email,true
471,Elliot,Davis,elliot.davis1701@realemail.com,2021-09-27,CA,Paid Social,false
472,Jordan,Moore,jordan.moore9735@realemail.com,2023-08-02,US,Direct,true
473,Jamie,Garcia,jamie.garcia9079@realemail.com,2022-11-09,EU,Organic Search,true
474,Riley,Martinez,riley.martinez7004@realemail.com,2025-01-01,US,Email,true
475,Cameron,Miller,cameron.miller2961@realemail.com,2021-07-27,UK,Paid Social,false
476,Elliot,Williams,elliot.williams8980@realemail.com,2022-02-14,US,Email,true
477,Jordan,Gonzalez,jordan.gonzalez4680@realemail.com,2020-01-15,AU,Direct,true
478,Elliot,Taylor,elliot.taylor9641@realemail.com,2021-05-24,IN,Influencer,true
479,Casey,Johnson,casey.johnson2362@realemail.com,2020-12-11,AU,Influencer,true
480,Logan,Hernandez,logan.hernandez8976@realemail.com,2023-10-01,EU,Organic Search,true
481,Skyler,Smith,skyler.smith7195@realemail.com,2020-11-28,US,Email,true
482,Avery,Wilson,avery.wilson8429@realemail.com,2020-02-22,US,Referral,false
483,Jamie,Martinez,jamie.martinez0628@realemail.com,2024-02-22,IN,Influencer,true
484,Rowan,Martinez,rowan.martinez9221@realemail.com,2022-10-26,EU,Influencer,true
485,Kai,Miller,kai.miller5045@realemail.com,2022-01-10,IN,Direct,true
486,Sam,Davis,sam.davis6847@realemail.com,2021-03-08,UK,Referral,true
487,Rowan,Brown,rowan.brown2110@realemail.com,2020-04-07,AU,Referral,true
488,Morgan,Smith,morgan.smith5411@realemail.com,2023-05-31,IN,Organic Search,false
489,Sage,Thomas,sage.thomas9533@realemail.com,2023-03-20,AU,Paid Social,true
490,Sage,Garcia,sage.garcia3262@realemail.com,2020-02-23,US,Email,false
491,Hayden,Taylor,hayden.taylor3666@realemail.com,2024-09-19,US,Email,true
492,Logan,Jackson,logan.jackson7233@realemail.com,2020-11-27,UK,Direct,true
493,Quinn,Davis,quinn.davis7459@realemail.com,2021-04-03,US,Referral,true
494,Jesse,Rodriguez,jesse.rodriguez7533@realemail.com,2024-06-10,US,Organic Search,true
495,Kai,Anderson,kai.anderson1334@realemail.com,2023-04-04,IN,Referral,true
496,Drew,Jackson,drew.jackson2034@realemail.com,2023-02-09,EU,Organic Search,false
497,Hayden,Brown,hayden.brown7319@realemail.com,2021-04-30,IN,Paid Social,false
498,Cameron,Garcia,cameron.garcia2519@realemail.com,2021-03-14,AU,Influencer,true
499,Jamie,Rodriguez,jamie.rodriguez2894@realemail.com,2020-04-18,EU,Organic Search,false
500,Morgan,Hernandez,morgan.hernandez2461@realemail.com,2020-02-04,IN,Referral,true
501,Taylor,Jackson,taylor.jackson8788@realemail.com,2022-04-10,UK,Influencer,true
502,Taylor,Jackson,taylor.jackson3473@realemail.com,2022-01-08,IN,Paid Social,false
503,Jordan,Gonzalez,jordan.gonzalez6036@realemail.com,2021-02-01,UK,Organic Search,true
504,Alex,Garcia,alex.garcia7429@realemail.com,2020-02-09,CA,Email,true
505,Taylor,Miller,taylor.miller3240@realemail.com,2023-02-25,IN,Influencer,true
506,Jesse,Johnson,jesse.johnson0209@realemail.com,2023-11-28,IN,Direct,true
507,Jesse,Smith,jesse.smith2937@realemail.com,2021-07-19,UK,Direct,true
508,Taylor,Davis,taylor.davis1342@realemail.com,2020-04-11,US,Referral,true
509,Jamie,Moore,jamie.moore4773@realemail.com,2021-04-30,UK,Referral,true
510,Sage,Jones,sage.jones5935@realemail.com,2021-03-05,AU,Paid Social,false
511,Alex,Jones,alex.jones6247@realemail.com,2023-04-15,EU,Influencer,true
512,Morgan,Smith,morgan.smith5548@realemail.com,2023-07-21,US,Direct,true
513,Logan,Martinez,logan.martinez8441@realemail.com,2021-08-11,CA,Direct,true
514,Casey,Miller,casey.miller9524@realemail.com,2020-10-21,IN,Influencer,true
515,Quinn,Anderson,quinn.anderson3885@realemail.com,2023-11-26,IN,Email,true
516,Jordan,Rodriguez,jordan.rodriguez7384@realemail.com,2021-07-23,CA,Direct,true
517,Jesse,Wilson,jesse.wilson6171@realemail.com,2020-03-29,EU,Paid Social,false
518,Casey,Gonzalez,casey.gonzalez8589@realemail.com,2021-03-03,CA,Email,true
519,Riley,Lopez,riley.lopez0011@realemail.com,2022-03-28,IN,Paid Social,true
520,Jesse,Jones,jesse.jones2244@realemail.com,2023-03-30,AU,Direct,true
521,Sage,Wilson,sage.wilson4423@realemail.com,2022-06-04,IN,Direct,true
522,Jesse,Gonzalez,jesse.gonzalez9621@realemail.com,2022-02-11,US,Organic Search,false
523,Sam,Brown,sam.brown9954@realemail.com,2022-05-24,UK,Influencer,true
524,Quinn,Rodriguez,quinn.rodriguez1518@realemail.com,2020-01-20,UK,Influencer,true
525,Rowan,Jackson,rowan.jackson4233@realemail.com,2021-04-29,CA,Direct,true
526,Casey,Jackson,casey.jackson8862@realemail.com,2024-03-04,EU,Referral,true
527,Sam,Miller,sam.miller3031@realemail.com,2022-07-16,IN,Organic Search,true
528,Jesse,Gonzalez,jesse.gonzalez1245@realemail.com,2020-11-30,AU,Influencer,true
529,Jesse,Davis,jesse.davis9333@realemail.com,2022-02-01,AU,Email,true
530,Alex,Gonzalez,alex.gonzalez3886@realemail.com,2023-03-17,US,Email,true
531,Jesse,Taylor,jesse.taylor4649@realemail.com,2021-11-20,EU,Paid Social,true
532,Sam,Martinez,sam.martinez5448@realemail.com,2020-09-04,US,Direct,true
533,Drew,Moore,drew.moore8452@realemail.com,2023-03-31,EU,Referral,true
534,Jamie,Hernandez,jamie.hernandez1585@realemail.com,2020-06-24,CA,Email,false
535,Skyler,Garcia,skyler.garcia3299@realemail.com,2020-10-03,US,Paid Social,true
536,Casey,Hernandez,casey.hernandez3001@realemail.com,2023-03-16,IN,Direct,true
537,Riley,Anderson,riley.anderson1430@realemail.com,2021-06-22,EU,Paid Social,false
538,Avery,Thomas,avery.thomas3189@realemail.com,2020-01-20,UK,Referral,true
539,Jamie,Miller,jamie.miller8952@realemail.com,2020-07-15,EU,Influencer,true
540,Taylor,Rodriguez,taylor.rodriguez9643@realemail.com,2021-10-02,EU,Organic Search,true
541,Alex,Taylor,alex.taylor4899@realemail.com,2020-06-09,CA,Email,true
542,Cameron,Rodriguez,cameron.rodriguez4369@realemail.com,2021-07-03,IN,Organic Search,true
543,Hayden,Rodriguez,hayden.rodriguez6510@realemail.com,2023-06-11,AU,Direct,true
544,Drew,Martinez,drew.martinez4822@realemail.com,2023-12-22,US,Organic Search,true
545,Jesse,Moore,jesse.moore7789@realemail.com,2021-03-25,UK,Referral,true
546,Drew,Gonzalez,drew.gonzalez1451@realemail.com,2024-10-30,UK,Organic Search,true
547,Sage,Moore,sage.moore2856@realemail.com,2022-06-19,US,Referral,true
548,Hayden,Davis,hayden.davis5799@realemail.com,2022-04-05,US,Influencer,true
549,Jesse,Jackson,jesse.jackson9591@realemail.com,2024-03-22,IN,Influencer,true
550,Drew,Garcia,drew.garcia3182@realemail.com,2021-04-19,IN,Referral,false
551,Sam,Miller,sam.miller0947@realemail.com,2020-04-05,IN,Direct,true
552,Jesse,Brown,jesse.brown0245@realemail.com,2023-08-07,UK,Referral,true
553,Skyler,Martin,skyler.martin7567@realemail.com,2022-01-10,EU,Organic Search,false
554,Casey,Wilson,casey.wilson9638@realemail.com,2021-12-21,AU,Influencer,false
555,Taylor,Lopez,taylor.lopez1464@realemail.com,2021-10-15,US,Paid Social,true
556,Quinn,Moore,quinn.moore8966@realemail.com,2022-08-13,AU,Direct,true
557,Elliot,Martinez,elliot.martinez3694@realemail.com,2022-01-12,CA,Referral,true
558,Sage,Lopez,sage.lopez7123@realemail.com,2020-01-06,AU,Email,true
559,Riley,Brown,riley.brown7871@realemail.com,2020-06-28,UK,Influencer,true
560,Quinn,Martinez,quinn.martinez5962@realemail.com,2021-10-21,UK,Influencer,true
561,Quinn,Martin,quinn.martin1111@realemail.com,2022-02-01,UK,Organic Search,true
562,Hayden,Martin,hayden.martin4336@realemail.com,2022-12-03,AU,Referral,true
563,Kai,Johnson,kai.johnson2588@realemail.com,2024-05-19,US,Influencer,true
564,Taylor,Anderson,taylor.anderson6862@realemail.com,2020-10-16,IN,Paid Social,true
565,Hayden,Garcia,hayden.garcia7429@realemail.com,2022-06-21,CA,Paid Social,true
566,Hayden,Jones,hayden.jones3027@realemail.com,2021-08-27,IN,Influencer,false
567,Elliot,Smith,elliot.smith7872@realemail.com,2020-01-04,EU,Paid Social,false
568,Jamie,Anderson,jamie.anderson7695@realemail.com,2021-05-01,AU,Direct,false
569,Rowan,Johnson,rowan.johnson9519@realemail.com,2020-12-15,UK,Influencer,false
570,Cameron,Wilson,cameron.wilson8993@realemail.com,2021-08-02,EU,Direct,true
571,Hayden,Smith,hayden.smith2521@realemail.com,2022-05-21,US,Referral,true
572,Kai,Martin,kai.martin7758@realemail.com,2023-08-03,IN,Referral,true
573,Morgan,Martinez,morgan.martinez8698@realemail.com,2021-04-01,IN,Organic Search,true
574,Elliot,Lopez,elliot.lopez6787@realemail.com,2023-03-07,AU,Direct,true
575,Cameron,Davis,cameron.davis3037@realemail.com,2023-04-15,IN,Email,true
576,Jamie,Moore,jamie.moore7098@realemail.com,2020-09-03,UK,Direct,true
577,Riley,Martinez,riley.martinez9734@realemail.com,2022-10-09,CA,Email,true
578,Morgan,Miller,morgan.miller7439@realemail.com,2022-07-06,IN,Paid Social,false
579,Elliot,Lopez,elliot.lopez1891@realemail.com,2020-08-28,IN,Email,true
580,Hayden,Jackson,hayden.jackson6345@realemail.com,2022-09-05,EU,Organic Search,false
581,Jesse,Martin,jesse.martin9051@realemail.com,2021-11-08,CA,Paid Social,true
582,Logan,Moore,logan.moore6093@realemail.com,2022-03-18,AU,Referral,true
583,Morgan,Johnson,morgan.johnson3171@realemail.com,2023-01-06,CA,Referral,false
584,Morgan,Garcia,morgan.garcia8883@realemail.com,2021-08-26,CA,Email,true
585,Sam,Gonzalez,sam.gonzalez1560@realemail.com,2020-06-02,EU,Influencer,true
586,Morgan,Rodriguez,morgan.rodriguez9279@realemail.com,2022-10-05,AU,Influencer,true
587,Elliot,Martinez,elliot.martinez3817@realemail.com,2022-03-18,EU,Referral,true
588,Morgan,Williams,morgan.williams4526@realemail.com,2024-07-28,US,Email,true
589,Kai,Davis,kai.davis5383@realemail.com,2021-11-03,AU,Email,true
590,Riley,Davis,riley.davis7608@realemail.com,2024-10-31,CA,Paid Social,true
591,Hayden,Rodriguez,hayden.rodriguez7222@realemail.com,2020-08-27,US,Email,true
592,Rowan,Williams,rowan.williams2997@realemail.com,2023-11-25,CA,Referral,true
593,Avery,Martinez,avery.martinez0847@realemail.com,2020-08-12,US,Paid Social,true
594,Skyler,Taylor,skyler.taylor2870@realemail.com,2023-02-19,US,Influencer,true
595,Hayden,Martinez,hayden.martinez4657@realemail.com,2020-08-14,US,Organic Search,true
596,Avery,Hernandez,avery.hernandez3677@realemail.com,2021-04-17,AU,Email,true
597,Casey,Lopez,casey.lopez0936@realemail.com,2022-11-27,UK,Influencer,false
598,Jesse,Davis,jesse.davis6232@realemail.com,2022-09-17,UK,Referral,true
599,Jesse,Taylor,jesse.taylor1161@realemail.com,2023-12-14,CA,Organic Search,true
600,Elliot,Anderson,elliot.anderson4479@realemail.com,2023-11-28,CA,Direct,true
601,Kai,Moore,kai.moore6458@realemail.com,2022-09-02,AU,Direct,true
602,Sam,Smith,sam.smith2905@realemail.com,2024-05-17,EU,Direct,false
603,Sam,Smith,sam.smith4192@realemail.com,2022-05-05,IN,Influencer,false
604,Riley,Taylor,riley.taylor3350@realemail.com,2023-03-23,CA,Referral,true
605,Elliot,Wilson,elliot.wilson6725@realemail.com,2021-09-07,US,Email,true
606,Riley,Wilson,riley.wilson4319@realemail.com,2021-10-03,AU,Direct,false
607,Sam,Martinez,sam.martinez9041@realemail.com,2021-09-07,IN,Direct,true
608,Logan,Garcia,logan.garcia1943@realemail.com,2023-03-15,US,Referral,true
609,Avery,Miller,avery.miller4697@realemail.com,2024-03-09,AU,Paid Social,true
610,Logan,Thomas,logan.thomas3135@realemail.com,2021-06-12,UK,Email,true
611,Cameron,Taylor,cameron.taylor8777@realemail.com,2023-08-07,EU,Referral,true
612,Jamie,Miller,jamie.miller6746@realemail.com,2023-07-09,UK,Direct,true
613,Quinn,Martinez,quinn.martinez3217@realemail.com,2024-01-10,UK,Influencer,true
614,Quinn,Rodriguez,quinn.rodriguez7018@realemail.com,2024-07-27,UK,Direct,true
615,Skyler,Moore,skyler.moore0226@realemail.com,2023-02-21,CA,Organic Search,true
616,Casey,Smith,casey.smith1606@realemail.com,2020-03-15,EU,Referral,false
617,Avery,Garcia,avery.garcia0844@realemail.com,2024-08-06,EU,Email,false
618,Skyler,Gonzalez,skyler.gonzalez7130@realemail.com,2020-07-25,EU,Influencer,true
619,Sage,Gonzalez,sage.gonzalez9122@realemail.com,2021-11-26,IN,Organic Search,true
620,Hayden,Martin,hayden.martin9618@realemail.com,2022-11-11,UK,Direct,false
621,Kai,Thomas,kai.thomas4289@realemail.com,2024-07-27,EU,Paid Social,false
622,Elliot,Williams,elliot.williams8120@realemail.com,2022-01-14,AU,Direct,true
623,Hayden,Lopez,hayden.lopez8558@realemail.com,2020-02-05,US,Email,true
624,Morgan,Davis,morgan.davis5381@realemail.com,2024-06-23,CA,Referral,true
625,Logan,Moore,logan.moore9045@realemail.com,2023-10-12,AU,Referral,true
626,Riley,Lopez,riley.lopez5511@realemail.com,2020-11-11,EU,Direct,true
627,Rowan,Smith,rowan.smith7182@realemail.com,2023-04-04,EU,Direct,true
628,Riley,Johnson,riley.johnson9591@realemail.com,2021-02-24,CA,Direct,true
629,Jordan,Wilson,jordan.wilson0050@realemail.com,2023-05-04,UK,Referral,true
630,Hayden,Johnson,hayden.johnson6049@realemail.com,2023-05-05,US,Email,true
631,Hayden,Taylor,hayden.taylor7105@realemail.com,2020-04-23,IN,Direct,true
632,Elliot,Wilson,elliot.wilson1485@realemail.com,2021-09-25,UK,Organic Search,true
633,Logan,Smith,logan.smith3290@realemail.com,2023-11-09,IN,Paid Social,true
634,Kai,Rodriguez,kai.rodriguez2938@realemail.com,2021-05-16,CA,Referral,true
635,Jamie,Martin,jamie.martin3899@realemail.com,2022-01-12,IN,Email,true
636,Logan,Garcia,logan.garcia4191@realemail.com,2021-12-03,US,Referral,true
637,Alex,Jackson,alex.jackson9150@realemail.com,2024-08-15,IN,Direct,false
638,Elliot,Smith,elliot.smith4236@realemail.com,2024-03-16,UK,Influencer,true
639,Elliot,Thomas,elliot.thomas1249@realemail.com,2024-12-16,CA,Direct,true
640,Morgan,Lopez,morgan.lopez0529@realemail.com,2023-03-25,UK,Referral,true
641,Sam,Lopez,sam.lopez1212@realemail.com,2021-06-08,UK,Email,true
642,Jesse,Garcia,jesse.garcia7609@realemail.com,2021-03-29,CA,Referral,true
